1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,7,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,7,1
1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,3,3,1,1,3,1,1,1,1,1,3,3,3,1,1,3,3,3,1,1,1,1,1,3,1,1,3,3,3,1
1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,3,3,3,6,3,3,3,3,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,5,5,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,3,1,2,2,2,2,1,3,1,1,1,1,1,3,1,1,3,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,10,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,3,1,1,3,1,1,1,1,1,3,1,2,14,13,2,1,3,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,3,1,2,11,12,2,1,3,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1
1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1
1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1
1,3,3,3,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,3,1
1,3,1,1,1,1,3,1,1,1,1,1,3,3,3,1,1,3,3,3,1,1,1,1,1,3,1,1,1,1,3,1
1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1
1,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1
1,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1
1,1,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1
1,1,3,1,1,1,3,1,1,1,1,1,3,3,3,1,1,3,3,3,1,1,1,1,1,3,1,1,1,3,1,1
1,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,3,3,3,3,3,1
1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1
1,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
